model,description,min_price,avr_price,max_price
Lenovo Legion 5 15ACH6H (82JU00TPPB),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 11 Home",62999,68116,73373
Dell G15 5525 (GN5525FOXCS),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / AMD Ryzen 9 6900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 11 Home",64999,65237,65950
"ASUS ProArt Studiobook 16 H7600ZM Mineral Black (H7600ZM-KV102, 90NB0XD1-M004U0)","Ноутбук / Класичний / 16"" / IPS / 1920x1200 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",121179,128739,129999
Acer Nitro 5 AN517-42-R4HT (NH.QG4EX.001),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6ГБ / SSD: 1000 ГБ / 3 кг / ОС: DOS",58000,58511,59000
ASUS ROG Zephyrus S17 GX701LWS (GX701LWS-XS76),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 Super, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,6 кг / ОС: Windows 10 Pro",83999,88829,103320
ASUS ROG Strix G15 G513QM (G513QM-HN064),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,1 кг / ОС: DOS",0,53499,0
ASUS ROG Strix G17 G713QM (G713QM-HX015),"Ноутбук / Класичний / 17,3"" / IPS-level / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,69 кг / ОС: DOS",0,60999,0
MSI Sword 15 A11UE (15A11UE-214PLE),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,25 кг / ОС: Windows 10 Pro",47800,50197,54338
HP Victus 16-e0214nw Blue (4H3Z6EA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ GDDR6 / SSD: 512 ГБ / 2,48 кг / ОС: DOS",47870,47892,47899
MSI Stealth 15M A11UEK (A11UEK-021US),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i7-11375H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,69 кг / ОС: Windows 10 Home",48699,57918,63399
ASUS ROG Strix G15 G513QM (G513QM-HF851),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: DOS",55470,55492,55499
MSI Creator Z16 120Hz (A11UET-083UA),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i9-11900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: Windows 10 Pro",0,84999,0
Lenovo Legion 5 17ACH6H Phantom Blue (82JY005DPB),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,98 кг / ОС: Windows 10 Home",0,69999,0
ASUS ProArt Studiobook 16 OLED H5600QR (H5600QR-XB99),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3070, 8 Гб GDDR6 / SSD: 2000 ГБ / 2,4 кг / ОС: Windows 11 Pro",127627,129208,129999
HP OMEN 16-c0154nw (4S1C2EA),"Ноутбук / Класичний / 16,1"" / IPS / 2560x1440 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 2,29 кг / ОС: DOS",0,76170,0
HP OMEN 16-b0204nw (4J6B8EA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 Max-Q, 8 ГБ / SSD: 512 ГБ / 2,36 кг / ОС: DOS",61880,67063,74176
ASUS ROG Strix SCAR 15 G533ZS (G533ZS-LN025W),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i9-12900H / 3,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 8GB 150W / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home",107470,111787,126764
MSI GE76 Raider 11UE (11UE-1056),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2.9 кг / ОС: Windows 11 Home",69149,70908,74427
Alienware M15 R6 (AWM15R6-7287BLK-PUS),"Ноутбук / Класичний / 15.6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2.3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8ГБ / SSD: 1000 ГБ / 2.67 кг / ОС: Windows 11 Home",0,83999,0
Acer Nitro 5 AN517-41-R1XP (NH.QBHET.008),"Ноутбук / Класичний / 17,3"" / IPS / 2560x1440 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 / SSD: 1000 ГБ / 2,7 кг / ОС: Windows 11 Pro",79999,82910,87480
Lenovo Legion S7 15ACH6 Storm Grey (82K80061PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,9 кг / ОС: Windows 11 Home",65399,69535,75115
ASUS ROG Strix SCAR 17 G733ZX (G733ZX-LL033),"Ноутбук / Класичний / 17,3"" / EWV / 2560x1440 / Intel Core i9-12900H / 3,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti / SSD: 1000 ГБ / 2,9 кг / ОС: DOS",132999,136119,142358
MSI GP66 Leopard 10UG (GP6610UG-040XIT),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Home",0,57150,0
MSI Raider Deluxe Edition GE66 12UHS (GE6612UHS-481IT),"Ноутбук / Класичний / 15,6"" / IPS / 3840x2160 / Intel Core i9-12900HK / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 ГБ / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home",0,129999,0
Dell Inspiron 16 Plus 7620 (I7620-7690GRE-PUS),"Ноутбук / Класичний / 16"" / WVA / 3072x1920 / Intel Core i7-12700H / 1.7 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2.05 кг / ОС: Windows 11 Pro",0,103740,0
Acer Predator Helios 300 PH315-54-559P (NH.QC2EX.00G),"Ноутбук / Класичний / 15,6"" / IPS / 2560х1440 / Intel Core i5-11400H / 2,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,3 кг / ОС: Windows 11 Home",46999,59385,64923
Lenovo Legion 5 15ACH6H (82JU01BXRA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6GB / SSD: 1024 ГБ / 2,4 кг / ОС: DOS",0,69999,0
MSI Stealth 15M A11UEKV (A11UEKV-011US),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i7-11375H / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,69 кг / ОС: Windows 10 Home",60600,62117,63180
Acer Predator Helios 300 PH317-54-75K8 (NH.Q9VAA.003),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ / SSD: 512 ГБ / 2,9 кг / ОС: Windows 10 Home",0,50999,0
MSI Pulse GL66 11UEK (GL66 11UEK-035PL),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,64500,0
GIGABYTE G5 KC (G5 KC-5EE1130SD),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-10500H / 2,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 512 ГБ / 2,2 кг / ОС: DOS",0,52520,0
Lenovo Legion 5 15 (82JU00A8PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2,4 кг / ОС: DOS",0,54999,0
Razer Blade 15 Advanced (RZ09-0409BEC3-R3U1),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 1,9 кг / ОС: Windows 10 Pro",82012,88981,105280
Lenovo Legion 5 Pro 16ITH6H (82JD0043PB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,3 кг / ОС: DOS",75970,77411,78499
MSI GE76 Raider 11UG-054 (GE7611054),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-11800H / 2.3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 Гб GDDR6 / SSD: 1000 ГБ / 2.89 кг / ОС: Windows 10 Home",0,99999,0
GIGABYTE AERO 16 YE5 (YE5-94EE949HP),"Ноутбук / Класичний / 16"" / OLED / 3840x2400 / Intel Core i9-12900HK / 3,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti / SSD: 1000+2000 ГБ / 2,3 кг / ОС: Windows 11 PRO",182640,182650,182660
HP Victus 16-d0124nw (4H3X8EA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 2,48 кг / ОС: DOS",53180,53794,53999
MSI GS66 Stealth 11UE (GS6611UE-078CA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6 Up to 1517MHz Boost Clock 95W / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Home",55999,56999,58999
Lenovo Legion 5 17ACH6H (82JY009CUS),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,98 кг / ОС: Windows 10 Home",0,58950,0
HP Victus 16-e0224nw (4J6C1EA),"Ноутбук / Класичний / 16,1"" / IPS / 2560x1440 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,39 кг / ОС: DOS",50980,53994,54999
ASUS Zenbook Pro Duo 15 OLED UX582ZM (UX582ZM-XS96T),"Ноутбук / Класичний / 15,6"" / OLED / 1920x1080 / Intel Core i9-12900H / 1,8 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2,34 кг / ОС: Windows 11 Pro",136999,139989,148960
Lenovo Legion 5 15ACH6H (82JU00TKPB),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 11 Home",53970,54959,55677
MSI GP66 Leopard 11UH (GP66444),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080, 8 Гб GDDR6 / SSD: 512 ГБ / 2,38 кг / ОС: Windows 10 Home",75999,88762,94999
Lenovo Legion 5 15ACH6H Phantom Blue (82JU00JFPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: DOS",0,48970,0
ASUS TUF Dash F15 FX517ZM (FX517ZM-HN182W),"Ноутбук / Класичний / 15,6"" / EWV / 1920x1080 / Intel Core i7-12650H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2 кг / ОС: Windows 11 Home",55930,57571,57999
Lenovo ThinkBook 16p G2 ACH Mineral Grey (20YM001EUS),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,99 кг / ОС: Windows 10 Pro",0,63899,0
Acer Nitro 5 AN515-45 (NH.QBREP.00K),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 2,2 кг / ОС: Windows 11 Home",56930,59121,65725
MSI Stealth 15M A11UEK-009 (Stealth15M009),"Ноутбук / Класичний / 15,6"" / 1920x1080 / Intel Core i7-11375H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 Max-Q, 6 Гб GDDR6 / SSD: 512 ГБ / 1,7 кг / ОС: Windows 10 Home / 08.2022",49999,53530,59584
MSI Titan GT77 (TITANGT7712006),"Ноутбук / Класичний / 17,3"" / 3840x2160 / Intel Core i9-12900HX / 1,5 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 2000 ГБ / 3,09 кг / ОС: Windows 11 Pro / 08.2022",200999,213259,250038
HP OMEN 16-k0797nr (6K7W7UA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / Intel Core i7-12700H / 1,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2,35 кг / ОС: Windows 11 Home",67999,77261,87780
ASUS TUF Dash F15 FX516PM (FX516PM-HN002T),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11370H / 3,3 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6GB GDDR6 / SSD: 512 ГБ / 2 кг / ОС: Windows 10 Pro",0,41999,0
GIGABYTE AERO 16 (AERO-16_KE5-72RU934HQ),"Ноутбук / Класичний / 16"" / AMOLED / 3840x2400 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 11 Home",93700,94850,99999
ASUS ROG Strix SCAR 15 G532LWS (G532LWS-DS76),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 Super, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,35 кг / ОС: Windows 10 Home",79999,88368,113476
Dream Machines RG2070-17 Black (RG2070-17UA31),"Ноутбук / Класичний / 17,3"" / WVA / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,8 кг / ОС: DOS",0,54999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-XS99),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 2000 ГБ / 2,75 кг / ОС: Windows 10 Pro",0,83999,0
MSI GF65 Thin 10UE (GF65 10UE-092US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 1,86 кг / ОС: Windows 10 Home",45800,49783,59960
HP OMEN 16 (6H332UA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / Intel Core i7-12700H / 1,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 Гб GDDR6 / SSD: 1000 ГБ / 2,31 кг / ОС: Windows 11 Home",74925,78762,96824
MSI Creator 15 A11UH-492 (CREATOR1511492),"Ноутбук / Класичний / 15,6"" / OLED / 3840x2160 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080, 8 Гб GDDR6 / SSD: 1000 ГБ / 2.09 кг / ОС: Windows 10 Pro",119475,130612,143587
Acer Predator Triton 300 PT315-53-7691 (NH.QDSAA.002),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,4 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 GB GDDR6 / SSD: 1000 ГБ / 2 кг / ОС: Windows 10 Home",69600,72673,77356
Lenovo Legion 5 Pro 16ARH7H (82RG0005US),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,49 кг / ОС: Windows 11 Home",0,80560,0
GIGABYTE AORUS YE5 (YE5-74EE544SH),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti / SSD: 1000 ГБ / 2,63 кг / ОС: Windows 11 Home",113420,123799,129999
ASUS TUF Gaming F15 FA507RR (FA507RR-HQ007),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",0,68899,0
Acer Predator Helios 300 PH315-55-79DW Abyss Black (NH.QGPEU.002),"Ноутбук / Класичний / 15,6"" / IPS / 2560х1440 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 32 ГБ / nVidia GeForce RTX 3060 Max-Q, 6 ГБ / SSD: 1000 ГБ / 2,6 кг / ОС: UEFI Shell",92021,95375,98421
Lenovo IdeaPad Gaming 3 15IAH7 (82S900U7RA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-12450H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: DOS",0,53999,0
ASUS ROG Strix G15 G513RS (G513RS-HF016),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 6900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8ГБ / SSD: 1000 ГБ / 2,3 кг / ОС: DOS",93449,96796,102130
Lenovo Legion 5 15ACH6H (82JU00J2PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: DOS",47099,47114,47129
Lenovo Legion 5 Pro 16IAH7H (82RF005MUS),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / Intel Core i7-12700H / 1,7 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 2000 ГБ / 2.49 кг / ОС: Windows 11 Pro",113999,119243,134976
MSI Vector GP76 12UHSO (GP7612UHSO-877),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12650H / 2.7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 TI, 16 Гб / SSD: 1000 ГБ / 2.89 кг / ОС: Windows 11 Home",0,143587,0
MSI GE66 Raider 11UH (GE6611UH-061IT),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i9-11980HK / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ / SSD: 2000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,102550,0
Acer Nitro 5 AN515-57-919C (NH.QEUSA.010),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i9-11900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,2 кг / ОС: Windows 11 Home",0,63585,0
Dell XPS 17 9720 (N980XPS9720UA_WP),"Ноутбук / Класичний / 17"" / WVA / 3840x2400 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,42 кг / ОС: Windows 11 Pro",157879,169491,187199
HP OMEN 16-k0033dx (74S79UA),"Ноутбук / Класичний / 16,1"" / IPS / 2560x1440 / Intel Core i9-12900H / 1.8 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 1000 ГБ / 2.35 кг / ОС: Windows 11 Home",74925,75900,76874
HP OMEN 17-ck1000nw (69G82EA),"Ноутбук / Класичний / 17,3"" / IPS / 2560x1440 / Intel Core i7-12700H / 3,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080Ti, 16 ГБ / SSD: 1000 ГБ / 2,81 кг / ОС: Windows 11 Home",126999,131890,135970
ASUS ROG Strix Scar 15 2022 G533ZX (G533ZX-HF044),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i9-12900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 ГБ / SSD: 1024 ГБ / 2,3 кг / ОС: Windows 11 Home",130730,138215,149301
Dell Inspiron G15 5511 (5511-7063),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR4 / SSD: 512 ГБ / 2,52 кг / ОС: Linux",0,61400,0
Lenovo ThinkBook 16p G3 ARH Mineral Grey (21EK000XRA),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 9 6900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 1,99 кг / ОС: DOS",88429,91451,96970
MSI GS66 Stealth 11UH (GS66 11UH-054PL),"Ноутбук / Класичний / 15,6"" / IPS / 3840x2160 / Intel Core i9-11900H / 2,5 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ / SSD: 2000 ГБ / 2,1 кг / ОС: Windows 10 Pro",118999,126647,149592
MSI GP66 Leopard 11UH (GP66 11UH-281PL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,4 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 Max-Q, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",80548,87077,92174
GIGABYTE AORUS 15P YD (YD-74EE244SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 16 ГБ / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",86880,99937,103806
MSI GP76 Leopard 11UH (GP76 11UH-667PL),"Ноутбук / Класичний / 17,3"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 8GB / SSD: 1000 ГБ / 2,9 кг / ОС: Windows 10 Home",82999,84346,86670
ASUS ROG Zephyrus S17 GX703HM (GX703HM-KF005T),"Ноутбук / Класичний / 17,3"" / IPS / 3840x2160 / Intel Core i7-11800H / 4,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,6 кг / ОС: Windows 10 Home",0,95999,0
MSI GF65 Thin 10UE (GF6510UE-097US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / HDD: ні ГБ / SSD: 1000 ГБ / 1,68 кг",50058,53442,55050
Lenovo Legion 5 17ACH6H (82JY008WPB),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,98 кг / ОС: Windows 10 Home",0,60480,0
Lenovo Legion 5 17ACH6H (82JY005EPB),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,98 кг / ОС: Windows 10 Home",0,66999,0
