model,description,min_price,avr_price,max_price
Alienware x15 R2 (AWX15R2-7785WHT),"Ноутбук / Класичний / 15,6"" / 1920x1080 / Intel Core i7-12700H / 1,7 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 Гб GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 11 Home / 05.2022",0,178752,0
HP Omen 17-cb1007nw (2K7E4EA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2080, 8 Gb Super / SSD: 512 ГБ / 3,2 кг / ОС: Windows 10 Home",77550,83901,90599
HP OMEN 15-en0039nw (37K24EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 4800H / 2,9 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 Gb / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Home",0,47999,0
Alienware x17 R1 (Alienware0125-Lunar),"Ноутбук / Класичний / 17,3"" / WVA / 3840x2160 / Intel Core i9-11980HK / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 GB GDDR6 / SSD: 1000 ГБ / 3,2 кг / ОС: Windows 10 Home",149999,157649,180600
MSI GS66 Stealth 10UE (GS6610UE-256US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Home",58799,59532,60999
Alienware m15 R3 (AWM15-7590WHT-PUS),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",0,93999,0
GIGABYTE AORUS Aero 15P KD Black (AORUS15P_KD-72RU224SD),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 Max-Q, 6 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",0,59999,0
Alienware M15 R4 Dark Side of the Moon (Alienware0117V2-Dark),"Ноутбук / Класичний / 15,6"" / WVA / 2560x1440 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 8 ГБ / SSD: 1000 ГБ / 2,69 кг / ОС: Windows 10 Home",92999,101285,111800
MSI GP66 Leopard 11UG-018 (GP66018),"ноутбук / класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",0,79999,0
ASUS ROG Strix G17 G713QR (G713QR-HG030R),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 512 ГБ / 2,7 кг / ОС: Windows 10 Pro",0,89999,0
Lenovo Legion 5-15 (82JU00JLPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Home",54999,56332,58999
Lenovo Legion 5-15 (82JU00ADPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8 ГБ / SSD: 512 ГБ / 2,4 кг / ОС: DOS",62420,64276,67157
Razer Blade 14 2021 (RZ09-0370CEA3-R3E1),"Ноутбук / Класичний / 14"" / IPS / 2560x1440 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 8 ГБ / SSD: 1000 ГБ / 1,7 кг / ОС: Windows 10 Home",0,99990,0
GIGABYTE AORUS 15P KD (KD-72EE223SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 512 ГБ / 2,2 кг / ОС: Windows 10 Home",65999,66306,67225
ASUS ROG Zephyrus G14 GA401QM Eclipse Gray (GA401QM-HZ296),"Ноутбук / Класичний / 14"" / IPS / 1920x1080 / AMD Ryzen 9 5900HS / 3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 1,6 кг / ОС: DOS",0,57999,0
MSI GP66 Leopard 10UG (GP6610UG-431US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 512 ГБ / 2,38 кг / ОС: Windows 10 Home",66800,67361,68888
Acer Nitro 5 AN517-41-R3NX (NH.QBHAA.001),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,7 кг / ОС: Windows 10 Pro",83999,87104,96418
GIGABYTE AORUS 15G KD (KD-72EE224SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB / SSD: 1000 ГБ / 2,2 кг / ОС: Windows 10 Home",50480,53796,57111
ASUS ROG Strix G15 G513QM (G513QM-HQ069T),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Home",0,57999,0
Acer Predator Helios 300 PH315-54-731M (NH.QC2AA.002),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",0,61317,0
Acer Nitro 5 AN515-57-72NM Shale Black (NH.QEWEU.004),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,3 кг / ОС: UEFI Shell",53999,56429,63720
Acer Nitro 5 AN515-57-75AR Shale Black (NH.QFGEU.001),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,3 кг / ОС: UEFI Shell",79999,81063,85320
Dell G15 551 (G15-7531BLK-PUS),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,6 кг / ОС: Windows 10 Home",0,55999,0
ASUS ROG Zephyrus G14 GA401QM (GA401QM-HZ058T),"Ноутбук / Класичний / 14"" / IPS / 1920x1080 / AMD Ryzen 7 5800HS / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 1,7 кг / ОС: Windows 10 Home",0,56999,0
HP Omen 15-ek1004ua Shadow Black (422M0EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 Max-Q, 8 ГБ / SSD: 1000 ГБ / 2,46 кг / ОС: Windows 10 Home",79949,80685,82199
MSI GS66 Stealth 10SE (GS6610SE-044US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,1 кг / ОС: Windows 10 Home",0,51999,0
GIGABYTE AERO 17 (YC-9EE4760SP),"Ноутбук / Класичний / 17,3"" / IPS / 3840x2160 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080 Max-Q / SSD: 2000 ГБ / 2,5 кг / ОС: Windows 10 Pro",139500,139510,139520
Dell G7 15 7500 (GN7500EHZQH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,43 кг / ОС: Windows 10 Home",0,49999,0
Lenovo Legion 5 17IMH05H (81Y80007US),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,98 кг / ОС: Windows 10 Home",0,51199,0
MSI GP66 Leopard 10UG (GP6610UG-448XUA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,38 кг / ОС: DOS",0,69999,0
MSI GE66 Raider 10UG (GE6610UG-211US),"Ноутбук / Класичний / 15,6"" / IPS / 1920х1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,87075,0
Acer Nitro 5 AN517-52 (NH.QAWEP.004),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 8 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,7 кг / ОС: DOS",49400,53599,54999
ASUS TUF Gaming A15 FA506QM (FA506QM-HN016),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: DOS",0,56999,0
Acer Predator Helios 300 PH315-53 Black (NH.QAUEU.00D),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 24 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: UEFI Shell",0,56999,0
Acer Nitro 5 AN517-41 Black (NH.QAREU.00D),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 5 5600H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,7 кг / ОС: Linux",0,55999,0
HP OMEN 17-cb1049ur Black (422H1EA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ GDDR5 / SSD: 1000 ГБ / 3,23 кг / ОС: DOS",62999,73499,76999
Acer Predator Triton 300 SE PT314-51s-57U9 Silver (NH.QBJEU.004),"Ноутбук / Класичний / 14"" / IPS / 1920x1080 / Intel Core i5-11300H / 3,1 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 1,8 кг / ОС: UEFI Shell",0,59999,0
Alienware m15 R4 (Alienware0103V2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080,8 GB GDDR6 / SSD: 2000 ГБ / 2,5 кг / ОС: Windows 10 Home",129999,133383,143535
Acer Predator Helios 300 PH315-53 Black (NH.QATEU.007),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: DOS",0,61599,0
Acer Predator Helios 300 PH315-53 Black (NH.QAUEU.00F),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: DOS",0,60999,0
ASUS ROG Zephyrus G15 GA503QM (GA503QM-HN035),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800HS / 2,8 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 1,9 кг / ОС: DOS",64799,66970,70392
Alienware M17 R4 (Alienware0092V2),"Ноутбук / Класичний / 17,3"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 / SSD: 512 ГБ / 2,96 кг / ОС: Windows 10 Home",92999,93064,93258
ASUS ROG Strix SCAR 15 G533QS G533QS (G533QS-HF202T),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,92999,0
ASUS ROG Strix G17 G713QR (G713QR-HG030),"Ноутбук / Класичний / 17,3"" / EWV / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB 130W / SSD: 512 ГБ / 2,7 кг / ОС: DOS",0,89999,0
Lenovo Legion 5 15ACH (82JU00A0PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: DOS",0,55999,0
HP Pavilion Gaming 16 2020 (35Y31EA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 Max-Q 6 ГБ / SSD: 512 ГБ / 2,24 кг / ОС: Windows 10 Home",0,47999,0
MSI Stealth 15M A11SEK (A11SEK-033US),"ноутбук / класичний / 15.6"" / IPS / 1920x1080 / Intel Core i7-1185G7 / 3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 Max-Q / SSD: 1000 ГБ / 1,7 кг / ОС: Windows 10 Home",0,49999,0
Razer Blade Pro 17 (RZ09-0368BEC2-R3U1),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,71 кг / ОС: Windows 10 Pro",0,105234,0
Lenovo Legion 5 15ACH (82JU00A2PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",0,58999,0
Razer Blade Pro 17 (RZ09-03297E42-R3U1),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 Max-Q, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,75 кг / ОС: Windows 10 Home",0,69862,0
MSI GE66 Raider 10SFS (GE66 10SFS-038PL),"Ноутбук / Класичний / 15,6"" / AHVA / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 Super / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",0,68999,0
MSI GS66 Stealth 10SE (GS66 10SE-027PL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Home",0,49999,0
Dell Inspiron 15 G5 5500 Black (G55716S4NDW-65B),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,68 кг / ОС: Windows 10 Home",0,56999,0
ASUS ROG Zephyrus M15 GU502LV (GU502LV-BI7N8),"Ноутбук / Класичний / 15,6"" / IPS / 3840x2160 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,9 кг / ОС: Windows 10 Home",0,61194,0
Alienware m15 R3 (AWM15-7593BLK-PUS),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 SUPER, 8 ГБ / SSD: 512 ГБ / ОС: Windows 10 Home / 09.2020",0,74924,0
HP Omen 15-dh1060nr (2Q220UA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,4 кг / ОС: Windows 10 Home",0,52999,0
HP OMEN 15-dh1059nr (3C585UA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,39 кг / ОС: Windows 10 Home",0,67355,0
MSI GL65 Leopard 10SEK (GL6510SEK-022),"ноутбук / класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2.6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 6ГБ GDDR6 / HDD: 1000 ГБ / SSD: 512 ГБ / 2.3 кг",0,49999,0
Razer Blade 15 Base (RZ09-03287E72-R3U1),"Ноутбук / Класичний / 15,6"" / OLED / 3840x2160 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 GB GDDR6 / SSD: 512 ГБ / 2,1 кг / ОС: Windows 10 Home",79251,88886,117789
MSI GS66 Stealth 10SFS (GS6610SFS-440US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2070 Super, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,1 кг / ОС: Windows 10 Home",0,62999,0
Acer Predator Triton 500 PT515-52-73L3 (NH.Q6XAA.002),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 SUPER Max-Q, 8 GB GDDR6 / SSD: 512 ГБ / 2,1 кг / ОС: Windows 10 Home",0,52999,0
Alienware m17 R3 (wnm17r3mxs),"Ноутбук / Класичний / 17,3"" / IPS / 3840x2160 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8ГБ GDDR6 / SSD: 4000 ГБ / 3 кг / ОС: Windows 10 Home",0,141749,0
HP OMEN 15-ek0004ur Black (104L1EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,36 кг / ОС: DOS",0,46999,0
Dream Machines RT3080-15 (RT3080-15UA52),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",117642,128411,134780
Dream Machines RT3080Ti-15 (RT3080TI-15UA56),"Ноутбук / Класичний / 15,6"" / WVA / 2560x1440 / AMD Ryzen 9 6900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",133164,145292,152574
Dream Machines RG3060-15 (RG3060-15UA52),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",70223,76656,80444
Dream Machines RS3080-15 (RS3080-15UA52),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3080 Ti, 16 ГБ / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",144993,158213,166126
Dream Machines RG3060-15 (RG3060-15UA53),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",77610,79992,83604
ASUS TUF Dash F15 FX516PM (FX516PM-I716512G0T),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11370H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2 кг / ОС: Windows 10 Home",53000,53393,53914
MSI Stealth 15M A11UEK (15MA11UEK-013US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11375H / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 2000 ГБ / 2,25 кг / ОС: Windows 10 Home",0,69600,0
Lenovo Legion 5 15IAH7H Storm Grey (82RB00QARA),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i5-12500H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6ГБ / SSD: 1000 ГБ / 2,4 кг / ОС: DOS",67493,71633,72809
Lenovo ThinkBook 16p G3 ARH Mineral Grey (21EK0014RA),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 1,99 кг / ОС: DOS",71180,73615,78055
MSI Katana GF66 11UE (GF6611UE-085UK),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 64 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 2000 ГБ / 2,25 кг / ОС: Windows 10 Home",0,68800,0
HP OMEN 17-ck1010nr (63S79UA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 GB / SSD: 1000 ГБ / 2,78 кг / ОС: Windows 11 Home",72600,74258,75816
MSI GF65 Thin 10UE (GF6510UE-757US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 1,86 кг / ОС: Windows 10 Home",60200,60200,60200
HP OMEN 17-ck1747nr (74M78UA),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-12800HX / 1.5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб GDDR6 / SSD: 512 ГБ / 2.79 кг / ОС: Windows 11 Home",0,86716,0
Alienware M15 R7 (AWM15R7-7601BLK-PUS),"Ноутбук / Класичний / 15,6"" / SVA / 2560x1440 / Intel Core i7-12700H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,67 кг / ОС: Windows 11 Home",80800,82318,84240
ASUS ROG Strix G15 G513RM (G513RM-HQ219),"Ноутбук / Класичний / 15,6"" / EWV / 2560x1440 / AMD Ryzen 7 6800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,3 кг / ОС: DOS",62520,64990,66381
ASUS ROG Strix G15 G513RS (G513RS-HQ026),"Ноутбук / Класичний / 15,6"" / EWV / 2560x1440 / AMD Ryzen 9 6900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 8GB 150W / SSD: 1000 ГБ / 2,3 кг / ОС: DOS",108799,109374,111099
ASUS ROG Zephyrus G14 GA401QM (GA401QM-91610W0R),"Ноутбук / Класичний / 14"" / IPS / 2560x1440 / AMD Ryzen 9 5900HS / 3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 1,6 кг / ОС: Windows 10 Pro",0,60999,0
ASUS ROG Zephyrus M16 GU603HR (GU603HR-K8066T),"Ноутбук / Класичний / 16"" / IPS-level / 2560x1600 / Intel Core i9-11900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 / SSD: 2000 ГБ / 1,9 кг / ОС: Windows 10 Home",0,83999,0
Lenovo Legion 5 15IAH7H (82RB005SUS),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-12700H / 1.7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 140W / SSD: 2000 ГБ / 2,4 кг / ОС: Windows 11 Home",0,95760,0
ASUS ROG Zephyrus S17 GX703HR (GX703HR-KF050T),"Ноутбук / Класичний / 17,3"" / IPS / 3840x2160 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 1000 ГБ / 2,6 кг / ОС: Windows 10 Home",0,115999,0
MSI Katana GF66 11UE (11UE-260),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2.3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 Гб / SSD: 512 ГБ / 2.1 кг / ОС: Windows 10 Pro",0,69160,0
